point_id,district,stratum,lon,lat,class_t0,class_t3,confidence,notes,kappa_subset
GAZ-0350,gazipur,forest_loss,90.338238,24.211522,,,,,False
GAZ-0352,gazipur,forest_loss,90.323416,24.214756,,,,,False
GAZ-0353,gazipur,forest_loss,90.299161,24.094022,,,,,False
GAZ-0355,gazipur,forest_loss,90.443071,24.237393,,,,,False
GAZ-0358,gazipur,forest_loss,90.280297,24.037159,,,,,False
GAZ-0360,gazipur,forest_loss,90.29458,24.218529,,,,,False
GAZ-0371,gazipur,forest_loss,90.274368,24.152233,,,,,True
GAZ-0380,gazipur,forest_loss,90.38513,24.119085,,,,,False
GAZ-0381,gazipur,forest_loss,90.279219,24.174062,,,,,False
GAZ-0388,gazipur,forest_loss,90.451965,24.057101,,,,,False
GAZ-0391,gazipur,forest_loss,90.512601,24.104263,,,,,True
GAZ-0396,gazipur,forest_loss,90.495892,24.263534,,,,,False
GAZ-0402,gazipur,forest_loss,90.500474,23.863065,,,,,False
GAZ-0403,gazipur,forest_loss,90.327728,24.175409,,,,,False
GAZ-0405,gazipur,forest_loss,90.499396,23.862526,,,,,False
GAZ-0408,gazipur,forest_loss,90.24634,24.074618,,,,,False
GAZ-0429,gazipur,forest_loss,90.450348,24.074349,,,,,True
GAZ-0442,gazipur,forest_loss,90.32665,24.232273,,,,,True
GAZ-0447,gazipur,forest_loss,90.443071,24.237663,,,,,False
GAZ-0455,gazipur,forest_loss,90.319643,24.198855,,,,,True
GAZ-0463,gazipur,forest_loss,90.26278,24.15897,,,,,False
GAZ-0466,gazipur,forest_loss,90.328806,24.172445,,,,,False
GAZ-0469,gazipur,forest_loss,90.600995,24.051442,,,,,False
GAZ-0473,gazipur,forest_loss,90.319912,24.190232,,,,,False
GAZ-0481,gazipur,forest_loss,90.449539,24.072193,,,,,False
GAZ-0486,gazipur,forest_loss,90.447114,24.07381,,,,,False
GAZ-0488,gazipur,forest_loss,90.574315,24.093753,,,,,False
GAZ-0489,gazipur,forest_loss,90.536586,23.967899,,,,,False
GAZ-0495,gazipur,forest_loss,90.271942,24.150616,,,,,False
